Strain,Australis,Autumnalis,Ballum,Bataviae,Canicola,Celledoni,Cynopteri,Djasiman,Grippotyphosa,Hebdomadis,Icterohaemorrhagiae,Javanica,Manhao,Mini,Panama,Pomona,Pyrogenes,Ranarum,Sarmin,Sejroe,Shermani,Tarassovi,Serogroup,class,Species,max
A_Bt_HO907,28.715,30.541,34.691,33.342,39.627,31.98,33.382,34.451,35.281,80.455,39.194,34.856,35.57,83.724,30.853,35.018,37.969,31.939,35.431,98.098,40.697,40.927,Sejroe,3,Leptospira borgpetersenii serovar Hardjo-bovis,98.098
3522_CT,62.801,76.918,47.331,40.19,51.753,41.528,98.067,81.555,87.014,37.102,51.353,48.014,44.385,32.841,61.091,78.469,50.364,40.289,44.451,35.58,39.582,41.218,Cynopteri,2,kirschneri,98.067
56653,61.092,71.275,47.612,40.119,55.32,40.283,76.959,97.39,86.317,38.662,52.732,45.916,45.917,32.946,59.739,84.561,52.474,41.521,43.841,34.437,39.095,39.401,Grippotyphosa,2,Leptospira interrogans,97.39
LO-24,44.249,48.636,99.741,38.984,69.663,65.593,51.999,53.637,58.294,38.409,62.062,85.352,64.139,38.838,45.865,54.095,72.832,64.35,62.85,42.919,44.923,58.254,Ballum,1,borgpetersenii,99.741
MH4001,47.648,55.251,65.747,42.125,99.079,55.08,53.213,61.9,61.27,47.88,88.811,62.857,63.337,41.794,48.917,57.221,87.026,57.5,63.275,43.006,44.634,51.036,Canicola,1,interrogans,99.079
028K,45.463,53.537,89.224,39.277,69.822,77.378,55.263,55.061,58.811,39.658,69.205,99.344,67.182,39.296,48.541,55.307,73.596,70.314,68.996,43.488,45.527,58.032,Javanica,1,borgpetersenii,99.344
MH4029,64.59,75.041,47.936,41.055,55.889,41.816,82.654,92.719,83.74,39.237,55.287,47.666,45.304,33.364,61.081,98.806,54.538,41.03,45.455,35.955,39.062,41.194,Pomona,2,interrogans,98.806
201700043,64.59,75.558,48.104,41.055,55.889,41.816,82.718,92.492,84.651,39.237,55.287,47.666,45.304,33.512,61.081,98.769,55.176,41.03,45.282,35.955,39.559,41.194,Pomona,2,interrogans,98.769
NIID20,33.614,34.908,33.849,36.789,43.773,34.166,37.027,40.47,38.955,99.364,43.93,33.745,36.402,79.42,35.686,41.295,43.003,32.866,37.116,81.594,41.362,38.827,Hebdomadis,3,interrogans,99.364
OM130,44.188,50.291,99.393,38.755,69.555,66.184,51.69,54.198,58.308,38.413,61.918,85.84,64.259,38.014,45.849,54.601,72.741,64.609,63.03,42.297,45.349,58.195,Ballum,1,borgpetersenii,99.393
188076,33.062,34.774,33.888,36.51,43.781,34.247,36.86,40.476,38.086,99.126,43.88,33.796,36.401,79.11,35.065,39.725,43.349,32.856,37.531,81.351,41.35,38.51,Hebdomadis,3,interrogans,99.126
201501067,51.253,56.677,71.01,44.492,90.816,61.369,55.561,61.198,60.261,46.608,85.094,68.519,65.843,40.372,51.485,58.646,97.599,60.283,67.612,43.261,45.239,52.775,Pyrogenes,1,interrogans,97.599
201600667,51.253,56.619,71.01,44.492,90.816,61.369,55.561,61.198,60.261,46.608,85.094,68.519,65.843,40.372,51.485,58.646,97.707,60.283,67.612,43.261,45.146,52.775,Pyrogenes,1,interrogans,97.707
202201145,51.237,56.407,71.008,44.468,90.789,61.359,55.546,61.172,60.241,46.601,85.068,68.517,65.832,40.372,51.474,58.619,97.463,60.279,67.611,43.263,45.063,52.768,Pyrogenes,1,interrogans,97.463
HO0907CK,29.2,32.583,34.59,33.523,39.522,32.019,33.219,34.898,34.755,80.36,39.105,34.722,35.515,83.645,30.441,36.452,37.718,31.862,35.446,98.345,41.074,42.225,Sejroe,3,borgpetersenii,98.345
HO0912CK,29.2,32.583,34.59,33.523,39.522,32.019,33.219,34.898,34.755,80.36,39.105,34.722,35.515,83.645,30.441,36.452,37.718,31.862,35.446,98.345,41.074,42.283,Sejroe,3,borgpetersenii,98.345
211U,45.493,53.567,89.287,39.198,69.878,77.137,54.567,55.061,59.033,39.658,69.258,99.403,67.228,39.296,48.207,55.894,73.648,70.348,68.996,43.373,45.527,58.107,Javanica,1,borgpetersenii,99.403
201601172,64.436,75.373,47.915,41.055,55.735,41.816,82.691,92.719,84.434,39.237,55.14,47.559,45.192,33.461,60.91,98.571,54.759,40.91,45.545,35.955,39.559,41.194,Pomona,2,interrogans,98.571
OHJ20061,33.062,34.527,33.841,36.51,43.788,34.341,36.942,40.476,38.06,99.134,43.887,33.796,36.407,79.281,35.065,40.012,42.959,32.856,37.116,81.557,41.155,38.706,Hebdomadis,3,interrogans,99.134
OR1081,33.062,34.78,33.817,36.51,43.788,34.341,36.974,40.476,38.06,99.134,43.887,33.796,36.407,79.066,35.065,40.012,43.294,32.856,37.116,81.362,41.35,38.513,Hebdomadis,3,interrogans,99.134
201900332,29.302,32.683,34.637,33.778,39.518,32.187,33.944,34.898,34.755,80.355,39.101,34.722,35.515,83.81,30.657,36.346,37.906,31.862,35.446,98.493,40.775,42.463,Sejroe,3,borgpetersenii,98.493
IP1710044,64.59,75.538,48.108,41.055,55.889,41.816,82.686,92.719,84.647,39.237,55.287,47.666,45.304,33.562,61.081,98.602,54.884,41.03,45.479,35.955,39.544,41.194,Pomona,2,interrogans,98.602
FMAS_PN5,63.414,77.572,49.813,39.531,54.573,43.789,83.75,84.64,99.471,36.493,52.337,47.864,46.697,34.528,62.707,75.139,52.517,42.747,43.194,37.442,39.778,40.989,Grippotyphosa,2,Leptospira kirschneri,99.471
200901489,51.253,56.674,71.01,44.492,90.816,61.369,55.561,61.198,60.261,46.608,85.094,68.519,65.843,40.372,51.485,58.646,97.666,60.283,67.612,43.261,45.239,52.775,Pyrogenes,1,interrogans,97.666
198056,33.062,34.774,33.888,36.515,43.788,34.247,36.86,40.476,38.06,99.147,43.887,33.796,36.29,78.958,35.065,39.72,43.517,32.856,37.104,81.192,41.329,38.333,Hebdomadis,3,interrogans,99.147
198035,33.062,34.78,33.892,36.515,43.788,34.247,36.86,40.476,38.06,99.147,43.887,33.796,36.29,79.352,35.065,39.72,43.52,32.856,37.104,81.564,41.357,38.715,Hebdomadis,3,interrogans,99.147
200901263,29.35,30.351,33.037,34.249,39.107,32.046,32.834,34.425,34.566,81.674,38.515,33.331,35.766,97.825,31.635,36.95,37.155,31.699,36.664,87.886,41.559,40.307,Mini,3,mayottensis,97.825
70_IZSLER,28.842,32.639,34.5,33.231,39.522,31.881,32.95,34.898,34.755,80.341,39.105,34.706,35.515,83.925,30.289,36.195,37.864,31.862,35.446,98.288,40.775,42.752,Sejroe,3,borgpetersenii,98.288
112_IZSLER,29.35,32.639,34.5,33.228,39.522,31.881,32.95,34.898,34.755,80.341,39.105,34.706,35.515,83.925,30.289,36.18,37.844,31.862,35.446,98.288,40.775,42.66,Sejroe,3,borgpetersenii,98.288
56620,50.076,52.807,58.563,43.636,89.368,59.089,53.615,59.996,58.235,47.821,97.889,62.912,62.042,41.612,51.483,56.704,80.578,58.785,62.561,43.561,44.487,49.518,Icterohaemorrhagiae,1,Leptospira interrogans,97.889
IP1710043,64.59,75.555,48.057,41.055,55.889,41.816,82.686,92.719,84.651,39.237,55.287,47.666,45.304,33.558,61.081,98.794,54.907,41.03,45.563,35.955,39.559,41.194,Pomona,2,interrogans,98.794
202200246,51.24,56.313,71,44.48,90.801,61.362,55.553,61.185,60.244,46.594,85.079,68.509,65.836,40.363,51.477,58.631,97.333,60.274,67.606,43.252,45.054,52.763,Pyrogenes,1,interrogans,97.333
168148,48.93,55.265,70.396,43.42,90.079,60.934,53.91,60.76,59.238,46.661,84.415,67.854,65.897,40.915,49.535,56.608,96.866,59.901,67.359,43.294,44.575,51.277,Pyrogenes,1,interrogans,96.866
NIID25,33.609,34.668,33.856,36.777,43.791,34.159,37.027,40.457,38.384,99.384,43.878,33.755,36.395,78.735,35.678,41.027,42.869,32.875,37.109,80.932,41.219,38.141,Hebdomadis,3,interrogans,99.384
OHJ2008135U,33.062,34.777,33.888,36.51,43.788,34.247,36.86,40.476,38.22,99.134,43.887,33.796,36.407,79.104,35.065,40.344,43.344,32.856,37.285,81.359,41.35,38.51,Hebdomadis,3,interrogans,99.134
189K,45.661,53.743,89.525,39.277,70.1,77.252,54.836,55.061,59.223,39.658,69.47,99.628,67.406,39.296,48.335,56.092,73.958,70.51,68.996,43.488,45.527,58.393,Javanica,1,borgpetersenii,99.628
188104,33.062,34.545,33.888,36.515,43.788,34.247,36.86,40.476,38.06,99.147,43.887,33.796,36.29,79.169,35.065,39.72,43.49,32.856,37.122,81.401,41.228,38.551,Hebdomadis,3,interrogans,99.147
IP1512016,64.37,73.945,48.504,40.721,55.966,41.76,82.177,91.446,84.666,39.249,54.604,47.78,45.287,33.565,61.14,98.077,54.747,41.059,44.547,35.369,39.407,40.268,Pomona,2,Leptospira interrogans,98.077
pina1294,72.396,70.23,46.096,40.293,50.317,45.246,65.359,66.926,70.855,37.508,51.544,45.577,42.88,33.449,98.201,65.432,50.315,41.709,44.432,36.646,40.107,40.802,Australis,2,noguchii,98.201
080K,45.125,53.743,89.522,38.64,70.1,77.142,54.562,55.061,59.034,39.658,69.47,99.625,67.404,39.296,48.189,55.748,73.838,70.51,68.996,42.94,45.527,58.393,Javanica,1,borgpetersenii,99.625
148248,32.966,34.412,33.878,36.531,43.791,34.264,36.743,40.466,37.922,98.239,43.882,33.801,36.415,78.447,34.784,39.722,42.932,32.946,37.18,80.658,41.16,38.263,Hebdomadis,3,interrogans,98.239
178119,33.062,34.545,33.892,36.515,43.788,34.247,36.86,40.476,38.06,99.147,43.887,33.796,36.29,79.44,35.065,39.72,43.016,32.856,37.122,81.658,41.228,38.811,Hebdomadis,3,interrogans,99.147
MM0310CK,43.882,50.288,98.916,38.261,69.299,66.125,51.602,53.887,58.001,38.279,61.915,85.836,63.951,37.668,45.813,54.494,72.739,64.341,62.87,41.469,45.341,57.799,Ballum,1,borgpetersenii,98.916
201700301,64.405,75.302,48.061,41.055,55.889,41.816,82.686,92.492,84.651,39.237,55.287,47.666,45.304,33.553,61.081,98.794,54.833,41.03,45.282,35.955,38.839,41.194,Pomona,2,interrogans,98.794
138065,33.062,34.495,33.888,36.51,43.788,34.341,36.97,40.476,38.06,99.134,43.887,33.796,36.407,78.929,35.065,40.012,42.946,32.856,37.116,81.171,41.155,38.31,Hebdomadis,3,interrogans,99.134
FMAS_PD1,50.96,55.332,71.416,43.878,90.831,61.076,54.481,59.96,61.021,46.906,84.407,68.496,65.957,41.462,50.977,57.175,99.383,60.236,65.929,43.681,45.302,52.735,Pyrogenes,1,Leptospira interrogans,99.383
2006006962,64.291,73.756,48.456,40.721,55.916,41.76,82.172,92.716,84.542,39.249,54.554,47.735,45.249,33.558,61.162,96.875,54.979,41.023,45.354,35.376,39.472,40.211,Pomona,2,interrogans,96.875
201700316,64.59,75.52,48.053,41.055,55.889,41.816,82.691,92.719,84.662,39.237,55.287,47.666,45.304,33.223,61.081,98.794,55.2,41.03,45.545,35.659,39.53,40.887,Pomona,2,interrogans,98.794
IP1710047,64.59,75.558,48.104,41.055,55.889,41.816,82.686,92.719,84.651,39.237,55.287,47.666,45.304,33.558,61.081,98.794,54.792,41.03,45.563,35.955,39.559,41.194,Pomona,2,interrogans,98.794
185K,45.676,53.746,89.528,39.294,70.103,77.255,54.84,55.065,59.037,39.661,69.473,99.631,67.409,39.3,48.338,55.508,73.961,70.512,68.999,43.481,45.532,58.397,Javanica,1,borgpetersenii,99.631
Tar10,36.611,37.064,49.596,52.455,47.323,39.576,38.874,39.871,42.659,38.187,47.418,48.549,40.534,36.919,36.371,41.482,45.24,40.446,42.105,42.095,67.636,97.725,Tarassovi,4,Leptospira borgpetersenii serovar Tarassovi,97.725
208138,33.062,34.777,33.892,36.515,43.788,34.247,36.842,40.476,38.06,99.147,43.887,33.796,36.29,79.124,35.065,39.72,43.408,32.856,37.104,81.366,41.329,38.519,Hebdomadis,3,interrogans,99.147
SOFTIC,64.413,75.466,47.989,41.041,55.732,41.806,82.408,92.716,84.208,39.233,55.134,47.551,45.186,33.504,60.899,98.399,54.866,40.904,45.537,35.951,39.554,41.183,Pomona,2,interrogans,98.399
LEPTOCUBA14,44.188,50.291,99.39,38.755,69.555,66.184,51.69,54.198,58.308,38.413,61.918,85.846,64.259,37.943,45.849,54.465,72.741,64.609,62.965,42.231,45.349,57.907,Ballum,1,borgpetersenii,99.39
OHJ200314,33.062,34.68,33.817,36.51,43.788,34.341,36.97,40.476,38.06,99.134,43.887,33.796,36.407,78.853,35.065,40.012,43.378,32.856,37.116,81.119,41.256,38.253,Hebdomadis,3,interrogans,99.134
MM0351CK,43.452,50.288,99.291,37.912,69.553,66.016,51.287,54.195,58.305,38.416,61.915,85.836,64.257,37.795,45.641,53.665,72.739,64.604,63.026,41.165,45.341,57.745,Ballum,1,borgpetersenii,99.291
012K,45.661,53.743,89.525,39.277,70.1,77.382,55.272,55.061,59.034,39.658,69.47,99.628,67.406,39.296,48.545,55.505,73.838,70.51,68.927,43.488,45.527,58.393,Javanica,1,borgpetersenii,99.628
lyse,72.045,69.578,46.035,39.986,50.307,45.391,64.994,66.827,70.817,37.816,52.002,45.396,42.84,32.317,99.028,65.356,49.826,41.927,44.075,35.438,39.882,40.69,Panama,2,noguchii,99.028
188072,33.062,34.774,33.759,36.515,43.788,34.247,36.832,40.476,38.06,99.147,43.887,33.796,36.29,78.977,35.065,39.72,43.495,32.856,37.122,81.366,41.343,38.519,Hebdomadis,3,interrogans,99.147
MM0324CK,44.226,50.288,99.291,38.654,69.553,66.154,51.602,54.195,58.305,38.416,61.915,85.836,64.257,37.795,45.813,54.689,72.739,64.604,63.026,41.884,45.341,57.716,Ballum,1,borgpetersenii,99.291
188058,33.592,34.908,33.85,36.787,43.774,34.171,36.965,40.47,38.955,99.369,43.893,33.746,36.401,78.754,35.674,41.01,42.938,32.868,37.107,80.928,41.359,38.135,Hebdomadis,3,interrogans,99.369
178122,33.062,34.903,33.888,36.515,43.788,34.247,36.86,40.476,38.06,99.147,43.887,33.796,36.29,78.89,35.065,39.72,42.971,32.856,37.122,81.119,41.422,38.254,Hebdomadis,3,interrogans,99.147
MM0270CK,29.345,32.915,35.179,33.492,39.597,31.997,33.81,35.065,34.917,81.139,39.239,35.113,35.636,84.121,30.87,35.972,37.82,32.022,36.702,97.7,41.099,42.349,Sejroe,3,borgpetersenii,97.7
MM0332CK,44.226,50.288,98.916,38.654,69.259,66.154,51.602,53.834,57.948,38.416,61.915,85.836,64.014,37.795,45.813,54.689,72.739,64.362,62.826,41.884,45.341,57.716,Ballum,1,borgpetersenii,98.916
201800891,44.117,50.291,99.393,38.683,69.555,66.184,51.69,54.198,58.308,38.413,61.918,85.84,64.259,38.021,45.849,54.465,72.741,64.609,62.965,42.275,45.349,57.99,Ballum,1,borgpetersenii,99.393
HROSC,64.406,75.463,47.991,40.783,55.728,41.78,82.419,92.711,84.423,39.229,55.133,47.554,45.186,33.5,60.869,98.276,54.86,40.904,45.54,35.689,39.547,41.186,Pomona,2,interrogans,98.276
198045,33.062,34.63,33.888,36.515,43.788,34.247,36.86,40.476,38.06,99.147,43.887,33.796,36.29,79.124,35.065,39.72,43.351,32.856,37.104,81.366,41.329,38.519,Hebdomadis,3,interrogans,99.147
FMAS_KG2,50.978,55.323,71.229,43.686,90.321,60.959,54.481,59.96,60.369,46.744,82.821,68.499,65.587,41.294,50.969,56.881,99.548,60.236,65.582,43.517,45.302,52.365,Pyrogenes,1,Leptospira interrogans,99.548
201700039,64.22,75.095,47.842,41.055,55.588,41.816,82.498,92.49,83.902,39.237,54.975,47.417,45.078,33.205,61.079,98.29,54.703,40.762,45.282,35.659,39.497,40.554,Pomona,2,interrogans,98.29
LEPTOCUBA04,44.105,50.291,99.39,38.672,69.555,66.184,51.69,54.198,58.308,38.413,61.918,85.846,64.259,37.943,45.849,54.465,72.741,64.609,62.989,41.113,45.349,57.907,Ballum,1,borgpetersenii,99.39
G30,50.251,52.889,58.648,43.636,89.472,59.349,53.779,59.996,58.359,47.821,98.25,62.992,62.31,41.612,51.597,56.975,80.698,59.055,62.561,43.561,44.487,49.621,Icterohaemorrhagiae,1,Leptospira interrogans,98.25
MM0330CK,44.226,50.288,99.291,38.654,69.553,66.154,51.602,54.195,58.305,38.416,61.915,85.836,64.257,37.795,45.813,54.689,72.794,64.604,62.956,41.884,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0159CK,43.803,49.772,98.734,38.112,69.045,66.134,50.989,53.62,57.534,38.416,61.484,85.312,64.194,37.795,45.286,53.632,71.764,64.32,62.482,41.884,44.652,57.133,Ballum,1,borgpetersenii,98.734
158145,50.333,55.855,70.902,43.801,90.805,60.932,54.135,61.215,60.099,46.633,85.14,68.35,66.086,40.933,50.738,57.89,97.722,60.294,67.64,43.295,45.193,51.653,Pyrogenes,1,interrogans,97.722
HS006,47.919,56.376,66.211,42.437,99.53,55.134,53.525,61.9,61.584,47.88,89.237,63.168,63.572,41.998,48.972,57.854,87.984,57.737,63.634,43.211,45.145,53.165,Canicola,1,interrogans,99.53
201502613,47.789,56.242,65.858,42.638,98.949,55.188,53.653,61.9,61.179,47.88,88.688,62.767,63.233,42.163,49.037,57.508,87.196,57.408,63.631,43.349,45.264,52.78,Canicola,1,interrogans,98.949
IP1512014,64.37,73.945,48.504,40.721,55.966,41.84,82.366,91.446,84.655,39.249,54.604,47.78,45.287,33.565,61.23,98.077,54.747,41.059,44.547,35.369,39.407,40.268,Pomona,2,Leptospira interrogans,98.077
MM0220CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.794,64.604,62.896,41.565,45.341,57.889,Ballum,1,borgpetersenii,99.291
MM0325CK,44.226,50.288,99.291,38.654,69.553,66.154,51.602,54.195,58.305,38.416,61.915,85.836,64.257,37.795,45.813,54.689,72.794,64.604,62.956,41.884,45.341,57.716,Ballum,1,borgpetersenii,99.291
Bal_mus127,44.025,49.99,98.965,38.755,69.179,66.184,51.685,54.198,57.981,38.408,61.558,85.438,63.939,37.945,45.826,54.405,72.495,64.333,62.994,42.233,45.349,57.73,Ballum,1,borgpetersenii,98.965
MM0317CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.046,72.794,64.604,62.826,41.565,45.341,57.659,Ballum,1,borgpetersenii,99.291
MM0031CK,43.882,50.288,99.071,38.261,69.553,66.15,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.819,45.813,54.034,72.794,64.576,62.844,41.617,45.095,57.773,Ballum,1,borgpetersenii,99.071
MM0272CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.242,64.604,62.844,41.565,45.341,57.774,Ballum,1,borgpetersenii,99.291
MM0366CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.774,Ballum,1,borgpetersenii,99.291
MM0313CK,43.882,50.302,99.256,38.261,69.527,66.154,51.602,54.195,58.305,38.416,61.915,85.836,64.257,37.795,45.813,54.586,72.716,64.604,62.992,41.565,45.341,57.774,Ballum,1,borgpetersenii,99.256
406_IZSLER,43.442,50.291,98.667,38.051,69.555,65.607,51.29,54.198,57.34,38.413,62.007,85.399,63.938,37.68,45.644,53.539,72.332,64.273,62.66,41.247,45.349,57.676,Ballum,1,borgpetersenii,98.667
MM0037CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.889,Ballum,1,borgpetersenii,99.291
FK100,48.108,56.609,66.291,42.637,99.531,55.195,53.678,61.9,61.584,47.88,89.239,63.169,63.572,42.117,49.041,57.869,87.945,57.738,63.634,43.359,45.239,53.167,Canicola,1,interrogans,99.531
168079,50.333,55.793,70.902,43.801,90.805,60.932,54.135,61.215,59.905,46.633,85.14,68.35,66.086,40.933,50.39,57.244,97.599,60.294,67.622,43.295,45.085,51.653,Pyrogenes,1,interrogans,97.599
188083,33.065,34.604,33.939,36.505,43.795,34.239,36.857,40.484,38.062,99.134,43.887,33.793,36.401,78.928,35.068,40.018,42.938,32.859,37.134,81.115,41.211,38.249,Hebdomadis,3,interrogans,99.134
Fox_32256,64.59,75.596,48.108,41.055,55.889,41.816,82.498,92.606,84.439,39.237,55.287,47.666,45.304,33.257,61.081,98.685,55.194,41.03,45.405,35.642,39.559,40.869,Pomona,2,interrogans,98.685
MM0350CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
178047,49.44,55.749,70.773,43.793,90.627,60.899,54.292,61.24,59.897,46.622,85.077,68.288,66.046,40.915,50.094,57.248,97.48,60.278,67.589,43.294,45.027,51.593,Pyrogenes,1,interrogans,97.48
A75,48.315,55.072,66.688,42.656,99.531,55.354,54.278,61.86,61.552,47.9,88.579,63.193,63.585,42.495,49.249,57.396,87.857,57.752,63.272,43.505,45.095,52.52,Canicola,1,Leptospira interrogans serovar Canicola,99.531
Ag06_2020,62.184,76.918,47.331,39.874,51.753,41.419,97.577,81.555,87.014,37.102,51.353,48.002,44.385,32.809,60.962,78.439,50.247,40.239,44.451,35.38,39.582,40.735,Cynopteri,2,kirschneri,97.577
MM0263CK,43.894,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.794,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0340CK,43.894,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0370CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.046,72.794,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
F384,48.108,56.356,66.213,42.602,99.531,55.134,53.578,61.9,61.584,47.88,89.239,63.169,63.572,42.021,48.989,57.854,87.945,57.738,63.634,43.321,45.066,53.167,Canicola,1,interrogans,99.531
F402,47.907,56.356,66.256,42.391,99.531,55.161,53.592,61.9,61.584,47.88,89.239,63.169,63.572,42.067,49.002,57.854,88.099,57.738,63.634,43.161,45.066,53.167,Canicola,1,interrogans,99.531
MM0275CK,43.811,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.896,41.565,45.341,57.63,Ballum,1,borgpetersenii,99.291
MM0013CK,43.894,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.242,64.604,62.844,41.565,45.341,57.774,Ballum,1,borgpetersenii,99.291
MM0260CK,43.894,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.63,Ballum,1,borgpetersenii,99.291
MM0273CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0327CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
128024,33.066,34.544,33.881,36.533,43.751,34.25,36.844,40.493,38.043,99.107,43.881,33.79,36.404,78.834,35.064,39.754,43.54,32.853,37.115,81.07,41.216,38.233,Hebdomadis,3,interrogans,99.107
MM0354CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.803,Ballum,1,borgpetersenii,99.291
433_IZSLER,64.59,75.579,47.889,41.055,55.889,41.816,82.737,92.719,83.996,39.237,55.287,47.666,45.304,33.305,61.081,98.736,54.835,41.03,45.545,35.955,39.465,41.194,Pomona,2,interrogans,98.736
MM0189CU,43.811,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.896,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
P2655,47.789,55.703,65.83,42.629,98.954,55.18,53.641,61.9,61.179,47.88,88.692,62.774,63.236,41.892,49.02,57.795,87.455,57.411,63.652,43.058,45.174,50.626,Canicola,1,interrogans,98.954
Pom_str68,64.433,75.446,47.913,41.055,55.732,41.816,82.765,92.719,84.234,39.237,55.137,47.557,45.189,33.47,60.908,99.089,55.227,40.91,45.545,35.955,39.544,41.194,Pomona,2,interrogans,99.089
Sponselee,29.013,30.905,34.587,33.963,39.508,31.858,33.22,34.325,34.676,80.449,39.085,34.747,35.49,83.32,30.692,33.732,38.44,31.863,34.789,98.868,40.697,40.789,Sejroe,3,Leptospira borgpetersenii serovar Hardjo-bovis str. Sponselee,98.868
MM0026CU,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.242,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0336CK,43.882,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.794,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
Sponselee_CDC,29.227,32.924,34.601,33.881,39.518,31.988,33.23,34.898,34.755,80.355,39.101,34.722,35.515,83.594,30.414,36.498,38.234,31.862,35.321,98.752,40.775,42.402,Sejroe,3,borgpetersenii,98.752
A_Bt_HO912,28.653,30.62,35.315,33.538,39.847,32.083,33.429,34.405,34.776,80.455,39.223,35.197,35.719,84.039,30.799,35.551,38.204,32.009,35.612,98.2,40.697,41.164,Sejroe,3,Leptospira borgpetersenii serovar Hardjo-bovis,98.2
MM0265CK,43.811,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
MM0344CK,43.906,50.288,99.291,38.261,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.034,72.739,64.604,62.844,41.565,45.341,57.716,Ballum,1,borgpetersenii,99.291
138034,50.333,55.855,70.902,43.801,90.805,60.932,54.135,61.215,60.099,46.633,85.14,68.35,66.086,40.933,50.738,57.89,97.593,60.294,67.64,43.295,45.193,51.653,Pyrogenes,1,interrogans,97.593
158143,33.588,34.905,33.847,36.787,43.778,34.168,36.965,40.475,38.955,99.364,43.896,33.743,36.398,78.933,35.671,40.831,42.811,32.865,37.084,81.119,41.365,38.331,Hebdomadis,3,interrogans,99.364
MM0010CK,43.811,50.288,99.291,38.271,69.553,66.154,51.602,54.195,58.126,38.416,61.915,85.836,64.257,37.795,45.813,54.137,72.739,64.604,62.844,41.605,45.341,57.716,Ballum,1,borgpetersenii,99.291
B1_Mm_MM050,44.227,48.768,99.628,38.818,69.663,65.994,51.999,53.637,58.294,38.415,62.062,85.277,64.139,38.315,45.865,54.095,72.907,64.275,62.85,42.197,44.765,57.491,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.628
